dataset,family,n_qubits,physical_rank,centered_score_dimension,rank_baseline,reference_support_size,physical_heldout_retention,physical_heldout_rho,aligned_crossfit_heldout_retention,aligned_crossfit_heldout_rho,random_rank_heldout_retention,random_rank_heldout_rho,n
iris01,su2_haar,4,4.0,15.0,0.2666666666666666,16.0,0.30807816442336294,1.1552931165876112,0.4319140074782523,1.6196775280434461,0.267084465114352,1.0015667441788203,5
iris01,su2_haar,6,6.0,63.0,0.0952380952380952,64.0,0.24470668159168502,2.569420156712693,0.3606383328784636,3.786702495223868,0.09884750673076141,1.0378988206729955,5
iris01,su2_haar,8,8.0,255.0,0.0313725490196078,256.0,0.2026879808279664,6.460679388891431,0.3459830029343054,11.028208218530985,0.03250324207722054,1.036040841211406,5
iris01,su2_haar,10,10.0,1023.0,0.0097751710654936,1024.0,0.1752662504236832,17.929737418342796,0.2996588089834269,30.655096159004575,0.00968003793377612,0.9902678806253012,5
iris01,u1_rzxy,4,3.0,5.0,0.6,6.0,0.999280025448314,1.6654667090805233,0.9994121759447392,1.6656869599078985,0.6059297894468304,1.009882982411384,5
iris01,u1_rzxy,6,5.0,19.0,0.2631578947368421,20.0,0.9868573908806978,3.7500580853466516,0.9951367958759431,3.7815198243285844,0.2750115832596186,1.0450440163865509,5
iris01,u1_rzxy,8,7.0,69.0,0.1014492753623188,70.0,0.999575497741392,9.852958477736578,0.9999289080771137,9.856442093902976,0.08455566909504882,0.8334773096511959,5
iris01,u1_rzxy,10,9.0,251.0,0.0358565737051792,252.0,0.9601478417765197,26.777456476211825,0.9998707337571849,27.885283797005933,0.039879759259370824,1.1122021749002322,5
