dataset,family,method,n,test_loss_mean,test_loss_std,test_acc_mean,test_acc_std,train_loss_mean,total_seconds_mean,first_g_dot_d_mean,first_actual_decrease_mean
iris01,ryrz_cz,AQNG-Z0,20,0.4490393720334948,0.14182797793927496,0.8899999999999999,0.08453519285131694,0.5555863868988389,10.562627844000001,1.2711551132809567,0.09131410275793164
iris01,ryrz_cz,AQNG-aligned,20,0.34707774656110096,0.0720678842759373,0.9233333333333332,0.03262403232863953,0.42605529145352766,10.573147757600001,2.7183751281453405,0.18407576612613924
iris01,ryrz_cz,AQNG-physical,20,0.40008753858106116,0.11387150257351429,0.8966666666666667,0.05061031030108315,0.5065467683959561,10.572830011549993,1.6528230560670796,0.11752844397473698
iris01,ryrz_cz,AQNG-random,20,0.35418109335817893,0.07140583753344136,0.9066666666666666,0.04537046982524797,0.4143421187550292,10.626452868899994,3.2178068598168688,0.20227525273054492
iris01,ryrz_cz,Adam,20,0.3335372423683752,0.04755827735034874,0.9199999999999999,0.027359422722270738,0.4498578016463252,0.4656959005000004,2.9672573070280515,0.1759464100176508
iris01,ryrz_cz,Block-QNG,20,0.3186549972551542,0.04156345083684041,0.9266666666666665,0.02051956704170304,0.6373164603635899,3.0561836936999898,2.8884801823198245,0.1705468688138812
iris01,ryrz_cz,Full-QNG,20,0.4077004668955575,0.10267657047617737,0.8833333333333332,0.05671308728156001,0.6668214618352521,52.706374119100005,1.7512948536626083,0.10514133697564057
iris01,ryrz_cz,SGD,20,0.3163564689551626,0.04023551750491568,0.9233333333333332,0.02442316990216818,0.5317234980795637,0.4652057056999965,3.848908847822776,0.3646109452650727
iris01,su2_cnot,AQNG-Z0,20,0.3398723380601943,0.09093473341239174,0.9066666666666666,0.06631486122064531,0.3478282008639405,16.681489479999996,5.215340432930027,0.3187566297912697
iris01,su2_cnot,AQNG-aligned,20,0.3532432718215989,0.06450883856199793,0.9099999999999999,0.05833959866102801,0.3550138776480637,16.691641657399995,5.974891434391994,0.35331760260145556
iris01,su2_cnot,AQNG-physical,20,0.35620778843560297,0.06871941918863424,0.9033333333333333,0.045755516076883926,0.35745049812828317,16.66009949795,4.894495377746141,0.29785057062153153
iris01,su2_cnot,AQNG-random,20,0.3621301763406336,0.0993057401232883,0.89,0.06933265856621716,0.3515800652719909,16.678611172249997,8.040613043406104,0.4883511855128174
iris01,su2_cnot,Adam,20,0.39215940204081157,0.09555078038186349,0.86,0.08349107876844164,0.37431967285063383,0.5651438557999967,3.0864126941751318,0.19538785394612745
iris01,su2_cnot,Block-QNG,20,0.500748151733328,0.12616289680498985,0.7933333333333333,0.10122062060216643,0.4778903038605978,5.981373222750003,2.2764109201246905,0.13621891109559475
iris01,su2_cnot,Full-QNG,20,0.4359901947093826,0.2059349287352511,0.86,0.11627754656965077,0.42144932594316903,216.69424964595,3.6748448674780354,0.21246018501528402
iris01,su2_cnot,SGD,20,0.3925632340052993,0.09164475294061676,0.8400000000000001,0.06631486122064532,0.37678041240526905,0.6268515320000034,2.5204738857029065,0.24291146647787382
iris01,su2_haar,AQNG-Z0,20,0.2778819807737361,0.10745418216860836,0.9566666666666667,0.05833959866102805,0.2848188034450698,14.274227713799998,4.505889548225684,0.2503836528856331
iris01,su2_haar,AQNG-aligned,20,0.23878180817781686,0.08402232195141722,0.9733333333333333,0.04537046982524804,0.23987528375956604,14.26017724785,5.642833031114249,0.32956959175197803
iris01,su2_haar,AQNG-physical,20,0.26206514738695647,0.09047077667791187,0.9733333333333333,0.045370469825248054,0.2717123020689371,14.339475134899999,3.9158698756955403,0.22140910122821866
iris01,su2_haar,AQNG-random,20,0.24327123095068134,0.09953503370719724,0.9666666666666666,0.045883146774112336,0.2379033172171361,14.257378737649997,6.504342182952608,0.37069796468487437
iris01,su2_haar,Adam,20,0.25700676651412646,0.06848678631004358,0.9633333333333333,0.04032035458862,0.26259282774455794,0.8031750871000056,5.32673384809867,0.30470039102816837
iris01,su2_haar,Block-QNG,20,0.44950679820846595,0.1414459618028318,0.9199999999999999,0.07677718959499144,0.44170557294503643,10.653630747100005,2.231360742237801,0.13225623707976006
