dataset,family,method,seed,n_qubits,n_layers,n_params,n_samples,steps,lr,nominal_lam,metric_normalization,damping_mode,max_direction_norm,max_metric_step,shots,loss_batch,metric_batch,metric_every,train_loss,train_acc,test_loss,test_acc,total_seconds,metric_seconds,gradient_seconds,solve_seconds,metric_builds,metric_examples_total,loss_examples_total,loss_executions,metric_executions,loss_shots_total,metric_shots_total,metric_oracle_in_shot_mode,metric_rank_first,metric_trace_first,metric_rank_last,metric_trace_last,first_g_dot_d,first_predicted_decrease,first_actual_same_batch_decrease,first_actual_same_batch_loss_before,first_actual_same_batch_loss_after,first_diag_metric_rank,first_diag_metric_condition,first_diag_trust_clipped,readout_order,suite,finite_shot_calibration,initial_gradient_max_abs_diff_to_first_method,initial_direction_cosine_to_full_qng,training_shots_total,calibration_shots_shared,end_to_end_shots_including_calibration,training_executions_total,calibration_executions_shared,end_to_end_executions_including_calibration,paper_tag
wine01,ryrz_cz,AQNG-aligned,19,6,3,36,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.6204348111107735,0.8,0.3310825297887693,1.0,8.812051888000013,8.287979941999964,0.5180119409999691,0.0029661250000003,10,20,80,0,0,0,0,False,12.0,10.775072728351178,12.0,9.9691717978908,5.391510390084009,0.3234906234050405,0.5016172888239852,2.6691414996958582,2.167524210871873,12,1806.7374763127832,True,1,full,False,0.0,0.3155115689116004,0,0.0,0.0,0,0.0,0.0,paper-run-primary-b-wine01-ryrz_cz-s19
wine01,ryrz_cz,AQNG-Z0,19,6,3,36,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.5398021568467193,0.9111111111111112,0.2613139828915873,1.0,8.80574770199999,8.346976676999986,0.452689448000001,0.0029202749998376,10,20,80,0,0,0,0,False,2.0,2.667690030084394,2.0,1.4922497321493984,4.269880329336095,0.2561928197601656,0.4115183566949718,2.6691414996958582,2.2576231430008864,2,247.01421994251652,True,1,full,False,0.0,0.2858204792452705,0,0.0,0.0,0,0.0,0.0,paper-run-primary-b-wine01-ryrz_cz-s19
wine01,ryrz_cz,Full-QNG,19,6,3,36,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.8262970294553172,0.7333333333333333,0.7704751551929198,0.6666666666666666,49.224011741,48.69731835299996,0.5200611959999151,0.0029051959999719,10,20,80,0,0,0,0,False,36.0,25.75968415116301,36.0,25.729273451548725,2.038732504512903,0.1223239502707741,0.1464530145686819,2.6691414996958582,2.522688485127176,36,104863.73320821604,True,1,full,False,0.0,1.0,0,0.0,0.0,0,0.0,0.0,paper-run-primary-b-wine01-ryrz_cz-s19
wine01,ryrz_cz,Block-QNG,19,6,3,36,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.8688761352292204,0.6222222222222222,0.5832882845164655,0.8,2.622837258000004,2.1746012330000326,0.441932606000023,0.0028554679999501,10,20,80,0,0,0,0,False,36.0,25.759684151163007,36.0,25.724690411103573,1.6230918792814402,0.0973855127568864,0.1022978849839932,2.6691414996958582,2.566843614711865,36,5.815222380582075,False,1,full,False,0.0,0.1657372522267245,0,0.0,0.0,0,0.0,0.0,paper-run-primary-b-wine01-ryrz_cz-s19
wine01,ryrz_cz,SGD,19,6,3,36,60,20,0.1,0.003,trace,absolute,8.0,0.25,,4,2,2,0.5871729256986572,0.8666666666666667,0.2998642926188533,1.0,0.4363929449999659,0.0,0.434012000999985,0.0003435180000224,0,0,80,0,0,0,0,False,,,,,2.2703442191978005,0.22703442191978,0.2523749772377077,2.6691414996958582,2.4167665224581505,0,,False,1,full,False,0.0,0.1691314632429716,0,0.0,0.0,0,0.0,0.0,paper-run-primary-b-wine01-ryrz_cz-s19
wine01,ryrz_cz,Adam,19,6,3,36,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.5563952618083743,0.8888888888888888,0.2661295444422209,1.0,0.4355449200000407,0.0,0.4327422789999673,0.0007209470000475,0,0,80,0,0,0,0,False,,,,,2.394858991168719,0.1436915394701231,0.1532124040273381,2.6691414996958582,2.51592909566852,0,,False,1,full,False,0.0,-0.1373084833495893,0,0.0,0.0,0,0.0,0.0,paper-run-primary-b-wine01-ryrz_cz-s19
wine01,su2_haar,AQNG-physical,3,6,3,54,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.6232529636654389,0.8,0.6530854377771127,0.9333333333333332,13.872343195,13.096768650000016,0.7682474310000345,0.0034963890000483,10,20,80,0,0,0,0,False,12.0,4.370963103228393,12.0,5.037468305833277,2.109571238444654,0.1265742743066792,0.0882291606169679,0.9508995365823588,0.8626703759653909,12,24.044119518105003,True,1,full,False,0.0,0.2737591730296314,0,0.0,0.0,0,0.0,0.0,paper-run-primary-a-wine01-su2_haar-s3
wine01,su2_haar,AQNG-random,3,6,3,54,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.6911543147251621,0.8666666666666667,0.8789676868338534,0.6666666666666666,13.845521026,12.833635163999986,1.004623561000031,0.0034891919999893,10,20,80,0,0,0,0,False,12.0,1.8768133777450944,12.0,1.539335209052117,3.88668250764696,0.2332009504588175,0.2001549980890201,0.9508995365823588,0.7507445384933387,12,23.572150858603,True,1,full,False,0.0,0.1810529036040103,0,0.0,0.0,0,0.0,0.0,paper-run-primary-a-wine01-su2_haar-s3
wine01,su2_haar,AQNG-aligned,3,6,3,54,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.7646999643784081,0.6888888888888889,0.9473271604208364,0.5333333333333333,13.931535108000006,13.149921135,0.7741808090000148,0.0035668279999612,10,20,80,0,0,0,0,False,12.0,3.2018193034067184,12.0,3.212228603680843,3.879296952589424,0.2327578171553654,0.1842900478982536,0.9508995365823588,0.7666094886841052,12,19.787456434597686,True,1,full,False,0.0,0.1816387999216207,0,0.0,0.0,0,0.0,0.0,paper-run-primary-a-wine01-su2_haar-s3
wine01,su2_haar,AQNG-Z0,3,6,3,54,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.5619120113624613,0.9111111111111112,0.7335806153132343,0.7333333333333333,13.98585631600001,13.207533671999968,0.7711677850000029,0.0034515950000724,10,20,80,0,0,0,0,False,2.0,0.7309945050616382,2.0,0.5015994759901652,2.71377397863553,0.1628264387181318,0.1206061518625558,0.9508995365823588,0.830293384719803,2,5.084546537776167,True,1,full,False,0.0,0.2220564641773891,0,0.0,0.0,0,0.0,0.0,paper-run-primary-a-wine01-su2_haar-s3
wine01,su2_haar,Full-QNG,3,6,3,54,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.7905728714938774,0.8,0.931780381694391,0.6666666666666666,216.64003869,215.860490337,0.7716572319999102,0.0035145620001628,10,20,80,0,0,0,0,False,45.0,43.31107098788251,45.0,42.55945509103447,0.7718424499901606,0.0463105469994096,0.0435326579562943,0.9508995365823588,0.9073668786260644,45,101078.52169698333,True,1,full,False,0.0,1.0,0,0.0,0.0,0,0.0,0.0,paper-run-primary-a-wine01-su2_haar-s3
wine01,su2_haar,Block-QNG,3,6,3,54,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.8030703561993634,0.7555555555555555,1.1516029779739692,0.5333333333333333,10.214478853999992,9.455576016999885,0.752049128999829,0.003229155999918,10,20,80,0,0,0,0,False,54.0,43.311070987882495,54.0,42.61776773854319,0.3936899628621079,0.0236213977717264,0.0232869405196447,0.9508995365823588,0.927612596062714,54,38.22210618212935,False,1,full,False,0.0,0.0572498864597929,0,0.0,0.0,0,0.0,0.0,paper-run-primary-a-wine01-su2_haar-s3
wine01,su2_haar,SGD,3,6,3,54,60,20,0.1,0.003,trace,absolute,8.0,0.25,,4,2,2,0.8224488423987798,0.7777777777777778,1.1339480566392504,0.5333333333333333,0.8485611790000007,0.0,0.8459943470001576,0.0003499789999068,0,0,80,0,0,0,0,False,,,,,0.3970079332695632,0.0397007933269563,0.0386029322102771,0.9508995365823588,0.9122966043720816,0,,False,1,full,False,0.0,0.1531225245429225,0,0.0,0.0,0,0.0,0.0,paper-run-primary-a-wine01-su2_haar-s3
wine01,su2_haar,Adam,3,6,3,54,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.6740929475038773,0.8666666666666667,0.8801073363402204,0.6,0.812575317999972,0.0,0.810019498000031,0.0006465020000518,0,0,80,0,0,0,0,False,,,,,2.6587892406112976,0.1595273544366778,0.1441531985119187,0.9508995365823588,0.80674633807044,0,,False,1,full,False,0.0,-0.0386470657458232,0,0.0,0.0,0,0.0,0.0,paper-run-primary-a-wine01-su2_haar-s3
iris01,su2_cnot,AQNG-physical,0,6,3,54,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.3429009250261226,0.8888888888888888,0.3155074679560181,0.9333333333333332,14.240413284999995,13.684301927,0.5495310419999555,0.0031606020000225,10,20,80,0,0,0,0,False,12.0,5.203844211821738,12.0,5.357748015241048,12.193525943264584,0.731611556595875,0.5300533992379948,1.5449746560533224,1.0149212568153276,12,7290.127651137253,True,1,full,False,0.0,0.9363907580480167,0,0.0,0.0,0,0.0,0.0,paper-run-primary-a-iris01-su2_cnot-s0
iris01,su2_cnot,AQNG-random,0,6,3,54,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.3930788658453226,0.8888888888888888,0.4549961422594369,0.8666666666666667,14.434458828999992,13.800512961000038,0.6271684090000207,0.0033047609999954,10,20,80,0,0,0,0,False,12.0,2.1819156999782496,12.0,2.9478552091174133,11.864406198933692,0.7118643719360215,0.5419703667580524,1.5449746560533224,1.00300428929527,12,1654.6331857640068,True,1,full,False,0.0,0.7807084081174587,0,0.0,0.0,0,0.0,0.0,paper-run-primary-a-iris01-su2_cnot-s0
iris01,su2_cnot,AQNG-aligned,0,6,3,54,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.3490208534294785,0.8888888888888888,0.3608195575462092,0.8666666666666667,14.616564394999996,13.96572615399998,0.6437501099999565,0.0034932409999726,10,20,80,0,0,0,0,False,12.0,8.950588469450809,12.0,5.37581168088869,11.701678138139975,0.7021006882883984,0.5285239368004235,1.5449746560533224,1.0164507192528989,12,4729.411719213381,True,1,full,False,0.0,0.8371780911995528,0,0.0,0.0,0,0.0,0.0,paper-run-primary-a-iris01-su2_cnot-s0
