dataset,family,method,seed,step,loss_before,gradient_norm,direction_norm,parameter_step_norm,metric_refreshed,metric_scale_factor,effective_damping,raw_direction_norm,raw_metric_step_norm,metric_step_norm,trust_region_clipped,clip_scale,source_artifact
iris01,su2_haar,Adam,0,9,0.6367623905679021,0.6976756103127038,3.5008498169119635,0.2100509890147178,0,,,3.5008498169119635,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s0
iris01,su2_haar,Adam,0,10,0.4398086987979059,0.5195647949278112,3.3855099031577587,0.2031305941894655,0,,,3.3855099031577587,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s0
iris01,su2_haar,Adam,0,11,0.4477946764168311,0.6761501285213892,3.228890201246056,0.1937334120747633,0,,,3.228890201246056,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s0
iris01,su2_haar,Adam,0,12,0.7057041448606277,1.0524961548797562,3.091216080585312,0.1854729648351187,0,,,3.091216080585312,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s0
iris01,su2_haar,Adam,0,13,0.3238108099733374,0.6784938806298055,2.736198118174021,0.1641718870904412,0,,,2.736198118174021,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s0
iris01,su2_haar,Adam,0,14,0.4602773748593828,0.6988072029429162,2.6617922258400863,0.1597075335504051,0,,,2.6617922258400863,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s0
iris01,su2_haar,Adam,0,15,0.2908134528037486,0.4632165518801527,2.3981117893267965,0.1438867073596078,0,,,2.3981117893267965,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s0
iris01,su2_haar,Adam,0,16,0.3576248738255205,0.7989859459823305,2.2504634175779787,0.1350278050546787,0,,,2.2504634175779787,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s0
iris01,su2_haar,Adam,0,17,0.1877934785881994,0.3904229078339591,2.088517522920997,0.1253110513752598,0,,,2.088517522920997,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s0
iris01,su2_haar,Adam,0,18,0.3209300431708138,0.6036345939485452,2.086328633729494,0.1251797180237696,0,,,2.086328633729494,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s0
iris01,su2_haar,Adam,0,19,0.2963522846287081,0.4718631321008844,2.141550910358287,0.1284930546214972,0,,,2.141550910358287,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s0
iris01,su2_haar,Adam,0,20,0.1854061624285919,0.3738235248245427,2.0709214863462826,0.1242552891807769,0,,,2.0709214863462826,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s0
iris01,su2_haar,SGD,1,1,0.8746912413537367,1.6150815740136697,1.6150815740136697,0.1615081574013669,0,,,1.6150815740136697,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,2,1.8089174147224008,1.853648201854596,1.853648201854596,0.1853648201854595,0,,,1.853648201854596,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,3,1.4532363101930652,1.5590747553995337,1.5590747553995337,0.1559074755399533,0,,,1.5590747553995337,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,4,1.0809922899616953,1.2280992156586383,1.2280992156586383,0.1228099215658638,0,,,1.2280992156586383,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,5,1.0494388038691955,1.3618806886261938,1.3618806886261938,0.1361880688626194,0,,,1.3618806886261938,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,6,0.9850813943748296,1.471620628321572,1.471620628321572,0.1471620628321572,0,,,1.471620628321572,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,7,0.5990947177001091,0.7498738857426145,0.7498738857426145,0.0749873885742614,0,,,0.7498738857426145,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,8,0.6788233405854603,1.4298166707009186,1.4298166707009186,0.1429816670700918,0,,,1.4298166707009186,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,9,0.6022627975257013,0.9727388346974604,0.9727388346974604,0.097273883469746,0,,,0.9727388346974604,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,10,0.766242664959114,0.9288733233534064,0.9288733233534064,0.0928873323353406,0,,,0.9288733233534064,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,11,0.4885664913613259,0.697224529775952,0.697224529775952,0.0697224529775952,0,,,0.697224529775952,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,12,0.3491295138682183,0.6798223085826275,0.6798223085826275,0.0679822308582627,0,,,0.6798223085826275,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,13,0.3236041032524848,0.5170045469005824,0.5170045469005824,0.0517004546900582,0,,,0.5170045469005824,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,14,0.4978666836456623,0.5206537230195779,0.5206537230195779,0.0520653723019577,0,,,0.5206537230195779,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,15,0.3020370676412812,0.5085713572611201,0.5085713572611201,0.050857135726112,0,,,0.5085713572611201,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,16,0.3467287732658159,0.6640712476146774,0.6640712476146774,0.0664071247614677,0,,,0.6640712476146774,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,17,0.176181577615029,0.3553521855211611,0.3553521855211611,0.0355352185521161,0,,,0.3553521855211611,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,18,0.4030267890956838,0.6065342955658877,0.6065342955658877,0.0606534295565887,0,,,0.6065342955658877,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,19,0.4046159693019877,0.5365812128861147,0.5365812128861147,0.0536581212886114,0,,,0.5365812128861147,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,1,20,0.1780821882963866,0.4336142526566316,0.4336142526566316,0.0433614252656631,0,,,0.4336142526566316,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,1,0.8746912413537367,1.6150815740136697,7.745964127019526,0.4647578476211715,0,,,7.745964127019526,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,2,1.9222127500454165,1.8063818209257565,5.385668086883214,0.3231400852129928,0,,,5.385668086883214,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,3,1.433299429290988,1.6508336591126993,5.547880995537786,0.3328728597322671,0,,,5.547880995537786,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,4,0.7012881361691806,0.7579353215003422,5.060705675159221,0.3036423405095533,0,,,5.060705675159221,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,5,0.7399480470426152,1.123782358458106,4.425443910502293,0.2655266346301375,0,,,4.425443910502293,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,6,0.4858319827904319,0.6944093418541902,4.2529812271857885,0.2551788736311473,0,,,4.2529812271857885,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,7,0.3882683816740337,0.5336307325441935,3.8551209397522186,0.2313072563851331,0,,,3.8551209397522186,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,8,0.3237144385025591,0.6730913865831517,3.666618170999842,0.2199970902599905,0,,,3.666618170999842,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,9,0.3843751120368136,0.6179644416036801,3.4665139215309937,0.2079908352918596,0,,,3.4665139215309937,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,10,0.4003277380854809,0.6582001071854992,3.199870307405118,0.191992218444307,0,,,3.199870307405118,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,11,0.4340627454726835,0.6452201677860052,2.972666316783861,0.1783599790070316,0,,,2.972666316783861,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,12,0.263126022116953,0.6427101306690681,2.845889483381037,0.1707533690028622,0,,,2.845889483381037,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,13,0.3699316517159,0.9950329800410188,2.877553844693119,0.1726532306815871,0,,,2.877553844693119,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,14,0.4389021615227911,0.5621131483793977,2.8913203610202367,0.1734792216612141,0,,,2.8913203610202367,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,15,0.1632888315012857,0.4258837312643561,2.8079827458911133,0.1684789647534668,0,,,2.8079827458911133,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,16,0.1184674195688437,0.190547880911589,2.522122523388116,0.1513273514032869,0,,,2.522122523388116,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,17,0.0974286287785118,0.2407626459066527,2.411547210932448,0.1446928326559468,0,,,2.411547210932448,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,18,0.2188797726670282,0.4122441707314391,2.3084516815093483,0.1385071008905609,0,,,2.3084516815093483,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,19,0.144837417272556,0.306111503572835,2.095307789045762,0.1257184673427457,0,,,2.095307789045762,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,Adam,1,20,0.0725542957264606,0.1974318989828128,1.8828446985027585,0.1129706819101654,0,,,1.8828446985027585,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s1
iris01,su2_haar,SGD,2,1,0.8978786833773414,0.8240847259393188,0.8240847259393188,0.0824084725939318,0,,,0.8240847259393188,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,2,0.995370152600312,0.8404835156958752,0.8404835156958752,0.0840483515695875,0,,,0.8404835156958752,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,3,0.9871024304070432,0.7388715794752427,0.7388715794752427,0.0738871579475242,0,,,0.7388715794752427,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,4,0.6268226732576103,0.6363280422953452,0.6363280422953452,0.0636328042295345,0,,,0.6363280422953452,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,5,0.6454236507198021,1.1229890241937337,1.1229890241937337,0.1122989024193733,0,,,1.1229890241937337,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,6,1.0553351539883593,1.147787089955275,1.147787089955275,0.1147787089955274,0,,,1.147787089955275,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,7,0.5519509484059141,0.723558583036764,0.723558583036764,0.0723558583036764,0,,,0.723558583036764,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,8,0.4914074057600521,0.6009699602727415,0.6009699602727415,0.0600969960272741,0,,,0.6009699602727415,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,9,0.8062136938908608,0.8693581152856713,0.8693581152856713,0.0869358115285671,0,,,0.8693581152856713,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,10,0.5272026112113183,0.7266574357613121,0.7266574357613121,0.0726657435761312,0,,,0.7266574357613121,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,11,0.692617926694948,0.7499735026023306,0.7499735026023306,0.074997350260233,0,,,0.7499735026023306,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,12,0.6434918214981077,0.9085963261450536,0.9085963261450536,0.0908596326145053,0,,,0.9085963261450536,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,13,0.6505990590060493,0.5793904238207063,0.5793904238207063,0.0579390423820706,0,,,0.5793904238207063,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,14,0.5470104113143812,0.5876053452377147,0.5876053452377147,0.0587605345237714,0,,,0.5876053452377147,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,15,0.6398281809781747,0.8467442327401413,0.8467442327401413,0.0846744232740141,0,,,0.8467442327401413,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,16,0.59924060953654,0.557913472302549,0.557913472302549,0.0557913472302549,0,,,0.557913472302549,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,17,0.5805799500233156,0.6055271308169836,0.6055271308169836,0.0605527130816983,0,,,0.6055271308169836,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,18,0.3911632496887297,0.4845525450821723,0.4845525450821723,0.0484552545082172,0,,,0.4845525450821723,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,19,0.4318685176866871,0.5525450623278715,0.5525450623278715,0.0552545062327871,0,,,0.5525450623278715,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,2,20,0.5776729485194467,0.5825914902518501,0.5825914902518501,0.058259149025185,0,,,0.5825914902518501,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,1,0.8978786833773414,0.8240847259393188,7.745863649610781,0.4647518189766468,0,,,7.745863649610781,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,2,0.8999622769416626,0.8133374580229275,6.03001410954219,0.3618008465725313,0,,,6.03001410954219,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,3,0.6738873198937654,0.7828683417603634,5.821400284456908,0.3492840170674144,0,,,5.821400284456908,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,4,0.368269514201443,0.5824999931369452,4.943149959164384,0.296588997549863,0,,,4.943149959164384,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,5,0.4549057291163615,1.1631322459241178,4.891176088549557,0.2934705653129734,0,,,4.891176088549557,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,6,0.3581847389205546,0.5162808180261501,4.295060442268017,0.257703626536081,0,,,4.295060442268017,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,7,0.228505364792362,0.5714351250532237,3.825260833655837,0.2295156500193502,0,,,3.825260833655837,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,8,0.2388489651259613,0.5521810136719151,3.512758165325613,0.2107654899195367,0,,,3.512758165325613,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,9,0.2460881859560843,0.5660870342049558,3.487427463419113,0.2092456478051468,0,,,3.487427463419113,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,10,0.2699503929049632,0.7066724049921157,3.5287193934224166,0.211723163605345,0,,,3.5287193934224166,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,11,0.4908877739523551,0.8053184212170932,3.291674587512356,0.1975004752507413,0,,,3.291674587512356,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,12,0.2289176200796643,0.8318031857544602,3.036866161994394,0.1822119697196636,0,,,3.036866161994394,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,13,0.6715874093870788,1.1749071001468487,2.947126433206435,0.1768275859923861,0,,,2.947126433206435,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,14,0.3241156184198641,0.6327475671888827,2.7473738666751664,0.1648424320005099,0,,,2.7473738666751664,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,15,0.2410391901780353,0.7581015913384795,2.805196735599993,0.1683118041359995,0,,,2.805196735599993,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,16,0.1889424868223544,0.3953321323096828,2.5482277945493714,0.1528936676729622,0,,,2.5482277945493714,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,17,0.221131473183822,0.521258019050094,2.4140996678702,0.1448459800722119,0,,,2.4140996678702,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,18,0.2187404659767064,0.4977450601855057,2.249532120219098,0.1349719272131458,0,,,2.249532120219098,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,19,0.1458351603896442,0.5046400186531343,2.0717829073697924,0.1243069744421875,0,,,2.0717829073697924,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,Adam,2,20,0.3198094921479779,0.6621490420224956,1.975506385729613,0.1185303831437767,0,,,1.975506385729613,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s2
iris01,su2_haar,SGD,3,1,1.180765146846124,1.0484301564119831,1.0484301564119831,0.1048430156411983,0,,,1.0484301564119831,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,2,1.066864568125094,1.1509335412782031,1.1509335412782031,0.1150933541278203,0,,,1.1509335412782031,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,3,0.7873299551633234,0.8816516918789248,0.8816516918789248,0.0881651691878924,0,,,0.8816516918789248,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,4,1.1412035832424248,0.8137154094686935,0.8137154094686935,0.0813715409468693,0,,,0.8137154094686935,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,5,0.6859416964207679,0.7466156635639417,0.7466156635639417,0.0746615663563941,0,,,0.7466156635639417,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,6,0.7046117475029865,0.7800377365336719,0.7800377365336719,0.0780037736533671,0,,,0.7800377365336719,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,7,0.7419799428019545,0.6999088090159035,0.6999088090159035,0.0699908809015903,0,,,0.6999088090159035,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,8,1.0124084908665243,1.0313623006998072,1.0313623006998072,0.1031362300699807,0,,,1.0313623006998072,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,9,0.4562342245314608,0.5451054082650779,0.5451054082650779,0.0545105408265077,0,,,0.5451054082650779,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,10,0.4076118977046197,0.610003611522516,0.610003611522516,0.0610003611522516,0,,,0.610003611522516,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,11,0.4599785706803183,0.5442345622639232,0.5442345622639232,0.0544234562263923,0,,,0.5442345622639232,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,12,0.6321532496017059,0.8449003526169246,0.8449003526169246,0.0844900352616924,0,,,0.8449003526169246,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,13,0.2975261368165405,0.4258881727588246,0.4258881727588246,0.0425888172758824,0,,,0.4258881727588246,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,14,0.5125937691017699,0.6397152175434913,0.6397152175434913,0.0639715217543491,0,,,0.6397152175434913,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,15,0.6808462138558715,0.5992092584217359,0.5992092584217359,0.0599209258421735,0,,,0.5992092584217359,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,16,0.3891448787241192,0.9261227046069532,0.9261227046069532,0.0926122704606953,0,,,0.9261227046069532,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,17,0.521433144942708,0.5027061892523874,0.5027061892523874,0.0502706189252387,0,,,0.5027061892523874,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,18,0.6550775584647235,0.723611110564974,0.723611110564974,0.0723611110564974,0,,,0.723611110564974,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,19,0.7576586398316904,0.9719493832034872,0.9719493832034872,0.0971949383203487,0,,,0.9719493832034872,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
iris01,su2_haar,SGD,3,20,0.4029742530287366,0.6491852625450756,0.6491852625450756,0.0649185262545075,0,,,0.6491852625450756,,,False,1.0,paper-run-baselines-depth-su2_haar-L5-s3
