dataset,family,method,seed,n_qubits,n_layers,n_params,n_samples,steps,lr,nominal_lam,metric_normalization,damping_mode,max_direction_norm,max_metric_step,shots,loss_batch,metric_batch,metric_every,train_loss,train_acc,test_loss,test_acc,total_seconds,metric_seconds,gradient_seconds,solve_seconds,metric_builds,metric_examples_total,loss_examples_total,loss_executions,metric_executions,loss_shots_total,metric_shots_total,metric_oracle_in_shot_mode,metric_rank_first,metric_trace_first,metric_rank_last,metric_trace_last,first_g_dot_d,first_predicted_decrease,first_actual_same_batch_decrease,first_actual_same_batch_loss_before,first_actual_same_batch_loss_after,first_diag_metric_rank,first_diag_metric_condition,first_diag_trust_clipped,readout_order,suite,finite_shot_calibration,initial_gradient_max_abs_diff_to_first_method,training_shots_total,calibration_shots_shared,end_to_end_shots_including_calibration,training_executions_total,calibration_executions_shared,end_to_end_executions_including_calibration,source_artifact,paper_block,paper_tag
iris01,su2_haar,SGD,0,10,3,90,60,20,0.1,0.003,trace,absolute,8.0,0.25,,4,2,2,0.4100624282901517,0.9333333333333332,0.4093371740078499,0.8666666666666667,1.045851319999997,0.0,1.0434371380000016,0.0003221480000945,0,0,80,0,0,0,0,False,,,,,2.2150236054566146,0.2215023605456614,0.2194117145679797,1.1987843193560417,0.9793726047880618,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n10-s0,followup,paper-run-baselines-n10_L3-s0
iris01,su2_haar,Adam,0,10,3,90,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.2613032053033887,0.9555555555555556,0.2848448930141376,0.9333333333333332,1.1274392660000103,0.0,1.12479779399996,0.0006315459999939,0,0,80,0,0,0,0,False,,,,,4.961214944639441,0.2976728966783665,0.2860617288027005,1.1987843193560417,0.9127225905533408,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n10-s0,followup,paper-run-baselines-n10_L3-s0
iris01,su2_haar,SGD,1,10,3,90,60,20,0.1,0.003,trace,absolute,8.0,0.25,,4,2,2,0.4716146189888905,0.9111111111111112,0.4348462447387309,0.9333333333333332,1.3297879379999813,0.0,1.327346820000031,0.0003051940000204,0,0,80,0,0,0,0,False,,,,,0.4707734907624256,0.0470773490762425,0.0457347790897663,0.6439441369990206,0.5982093579092543,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n10-s1,followup,paper-run-baselines-n10_L3-s1
iris01,su2_haar,Adam,1,10,3,90,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.2617759947403388,0.9777777777777776,0.2943877437393038,0.9333333333333332,1.326914904999995,0.0,1.324395653999943,0.000645759000065,0,0,80,0,0,0,0,False,,,,,2.311963834339812,0.1387178300603887,0.109688465427738,0.6439441369990206,0.5342556715712826,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n10-s1,followup,paper-run-baselines-n10_L3-s1
iris01,su2_haar,SGD,2,10,3,90,60,20,0.1,0.003,trace,absolute,8.0,0.25,,4,2,2,0.2311905425057958,0.9555555555555556,0.2424706910017411,1.0,1.4237185339999885,0.0,1.4207967039999971,0.0003853089999665,0,0,80,0,0,0,0,False,,,,,2.377632845605807,0.2377632845605807,0.2227222267083832,0.9331038599549758,0.7103816332465925,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n10-s2,followup,paper-run-baselines-n10_L3-s2
iris01,su2_haar,Adam,2,10,3,90,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.2203278262156898,0.9777777777777776,0.2430513927190857,1.0,1.4309318370000028,0.0,1.4277613999999517,0.0007787209999321,0,0,80,0,0,0,0,False,,,,,6.0587962917971465,0.3635277775078288,0.3125102797239105,0.9331038599549758,0.6205935802310653,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n10-s2,followup,paper-run-baselines-n10_L3-s2
iris01,su2_haar,SGD,3,10,3,90,60,20,0.1,0.003,trace,absolute,8.0,0.25,,4,2,2,0.4049722055007396,0.9555555555555556,0.4465141647311877,1.0,1.541820830000006,0.0,1.5391901199999722,0.0003515890000471,0,0,80,0,0,0,0,False,,,,,1.2662792142795447,0.1266279214279544,0.1212301550918719,1.005726549442279,0.8844963943504067,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n10-s3,followup,paper-run-baselines-n10_L3-s3
iris01,su2_haar,Adam,3,10,3,90,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.2733370601116304,1.0,0.2123906764040609,1.0,1.549623214999997,0.0,1.5467747199999735,0.0006995490000747,0,0,80,0,0,0,0,False,,,,,4.059920606889796,0.2435952364133877,0.2139205235370324,1.005726549442279,0.7918060259052463,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n10-s3,followup,paper-run-baselines-n10_L3-s3
iris01,su2_haar,SGD,4,10,3,90,60,20,0.1,0.003,trace,absolute,8.0,0.25,,4,2,2,0.4624209572593782,0.9111111111111112,0.5026575758958178,0.8666666666666667,0.9971726130000036,0.0,0.995303215999968,0.0002442309999537,0,0,80,0,0,0,0,False,,,,,2.924260166756264,0.2924260166756264,0.2620197599987587,0.9025792903994072,0.6405595304006486,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n10-s4,followup,paper-run-baselines-n10_L3-s4
iris01,su2_haar,Adam,4,10,3,90,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.3782705809406599,0.8888888888888888,0.2896521020049034,0.9333333333333332,1.001145629000007,0.0,0.9991184580001118,0.0005054469999095,0,0,80,0,0,0,0,False,,,,,6.985547113004318,0.4191328267802591,0.3539847592982336,0.9025792903994072,0.5485945311011737,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n10-s4,followup,paper-run-baselines-n10_L3-s4
iris01,su2_haar,SGD,0,8,3,72,60,20,0.1,0.003,trace,absolute,8.0,0.25,,4,2,2,0.4735786133312238,0.9555555555555556,0.4408367572545816,1.0,1.2692384540000037,0.0,1.2663250460000484,0.0003619809999975,0,0,80,0,0,0,0,False,,,,,2.3215420397567144,0.2321542039756714,0.2293732165928623,1.3918163920425242,1.1624431754496618,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n8-s0,followup,paper-run-baselines-n8_L3-s0
iris01,su2_haar,Adam,0,8,3,72,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.1397867371064776,1.0,0.1325586372086076,1.0,1.2698229519999984,0.0,1.266619922999979,0.0008019330000763,0,0,80,0,0,0,0,False,,,,,5.181629521285618,0.3108977712771371,0.3155622399353284,1.3918163920425242,1.0762541521071958,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n8-s0,followup,paper-run-baselines-n8_L3-s0
iris01,su2_haar,SGD,1,8,3,72,60,20,0.1,0.003,trace,absolute,8.0,0.25,,4,2,2,0.4323351868075455,0.9111111111111112,0.3441219014029772,1.0,1.200117444,0.0,1.197232743000015,0.0003815780000024,0,0,80,0,0,0,0,False,,,,,3.8014725385555184,0.3801472538555518,0.3738286904235373,1.6812570057039524,1.3074283152804151,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n8-s1,followup,paper-run-baselines-n8_L3-s1
iris01,su2_haar,Adam,1,8,3,72,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.2941542456845688,0.9777777777777776,0.2611081363828339,1.0,1.1771194640000004,0.0,1.1741551650000446,0.000756114000012,0,0,80,0,0,0,0,False,,,,,8.127275244575053,0.4876365146745031,0.4535415667743905,1.6812570057039524,1.227715438929562,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n8-s1,followup,paper-run-baselines-n8_L3-s1
iris01,su2_haar,SGD,2,8,3,72,60,20,0.1,0.003,trace,absolute,8.0,0.25,,4,2,2,0.7286137818678775,0.7333333333333333,0.7435264813699506,0.6666666666666666,1.176502343999999,0.0,1.1737944039999777,0.0003625229999926,0,0,80,0,0,0,0,False,,,,,0.6177827139481196,0.0617782713948119,0.0589308946006054,0.9311618181852742,0.8722309235846688,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n8-s2,followup,paper-run-baselines-n8_L3-s2
iris01,su2_haar,Adam,2,8,3,72,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.1881647944453729,1.0,0.1826971601069929,1.0,1.1786907399999933,0.0,1.1759090999999984,0.0007335239999974,0,0,80,0,0,0,0,False,,,,,3.217223556015884,0.193033413360953,0.1591886431960204,0.9311618181852742,0.7719731749892538,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n8-s2,followup,paper-run-baselines-n8_L3-s2
iris01,su2_haar,SGD,3,8,3,72,60,20,0.1,0.003,trace,absolute,8.0,0.25,,4,2,2,0.3552281931472459,1.0,0.3234873315736672,1.0,1.164096597000011,0.0,1.1615808730000197,0.0003142739999759,0,0,80,0,0,0,0,False,,,,,1.951909157583283,0.1951909157583283,0.1942852695078136,1.6260255447184386,1.431740275210625,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n8-s3,followup,paper-run-baselines-n8_L3-s3
iris01,su2_haar,Adam,3,8,3,72,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.3304860035052094,0.9777777777777776,0.3017111226283168,1.0,1.167314988000001,0.0,1.1645876529999557,0.000659728999949,0,0,80,0,0,0,0,False,,,,,5.154731464273083,0.309283887856385,0.306983525644974,1.6260255447184386,1.3190420190734646,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n8-s3,followup,paper-run-baselines-n8_L3-s3
iris01,su2_haar,SGD,4,8,3,72,60,20,0.1,0.003,trace,absolute,8.0,0.25,,4,2,2,0.3348577499044794,1.0,0.273311984780668,1.0,1.173700537000002,0.0,1.1711106309999906,0.0003285659999789,0,0,80,0,0,0,0,False,,,,,3.048127898362355,0.3048127898362355,0.2811986266295976,1.30197893594535,1.0207803093157524,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n8-s4,followup,paper-run-baselines-n8_L3-s4
iris01,su2_haar,Adam,4,8,3,72,60,20,0.06,0.003,trace,absolute,8.0,0.25,,4,2,2,0.3361042180685208,0.9777777777777776,0.2776910031859966,1.0,1.162844100000001,0.0,1.160335914999976,0.0006226179999799,0,0,80,0,0,0,0,False,,,,,7.641896458719227,0.4585137875231536,0.4030856143420809,1.30197893594535,0.8988933216032691,0,,False,1,full,False,0.0,0,0.0,0.0,0,0.0,0.0,paper-run-baselines-scaling-su2_haar-n8-s4,followup,paper-run-baselines-n8_L3-s4
