dataset,family,method,seed,n_qubits,n_layers,n_params,n_samples,train_size,test_size,subset_seed,split_seed,steps,lr,lam,loss_batch,metric_batch,metric_every,readout,readout_feature_count,state_dimension,loss_backend,metric_backend,timing_interpretation,train_loss,train_acc,test_loss,test_acc,total_seconds,metric_seconds,gradient_seconds,solve_seconds,metric_builds,metric_examples_total,loss_examples_total,metric_rank_first,metric_trace_first,metric_condition_first,regularized_metric_condition_first,metric_rank_last,metric_trace_last
iris01,ryrz_cz,AQNG,7,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,0.471960763306105,0.8333333333333334,0.4604664298663242,0.85,12.14192445399999,10.802732746000004,1.3339382360001082,0.0016579140000203,10,40,160,29,16.2441433070568,17388277.050900992,2548.885013528457,29,13.82601557819226
iris01,ryrz_cz,Full-QNG,7,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.7011444472791474,0.7333333333333333,0.731268426067474,0.7,130.59533174100005,129.28110481400012,1.3087453800000617,0.0016023919998247,10,40,160,36,25.800802088951304,245929.7934209386,2919.046903918702,36,25.45918835028719
iris01,ryrz_cz,AQNG,8,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,0.5159769645218522,0.8166666666666667,0.5211044017415347,0.85,10.974930588999996,9.80377415000001,1.1649817220000074,0.002085311999977,10,40,160,27,14.561159946107203,49660056.74160021,2889.104648804626,27,14.181790683804197
iris01,ryrz_cz,Full-QNG,8,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.4581139836202904,0.85,0.4538600901302973,0.9,122.096771323,120.92755486300004,1.1628935970000072,0.0020230339999471,10,40,160,35,25.85734858383096,442027.28111776087,2897.943406759615,36,26.31132665462106
iris01,ryrz_cz,AQNG,9,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,2.3749670364665865,0.2333333333333333,2.34601592041998,0.2,11.348856460999995,10.096263332999987,1.245834529000021,0.0023123790000099,10,40,160,24,16.298031780004642,22644928.20297876,2990.388457748502,28,13.669921233473948
iris01,ryrz_cz,Full-QNG,9,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.900188396441264,0.7166666666666667,0.7753045486632705,0.7,121.772338677,120.58269415200004,1.182982199999998,0.0021931550000289,10,40,160,34,26.23580937651372,4504112.183045109,2990.615462697492,35,27.308538872861384
iris01,ryrz_cz,AQNG,10,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,0.8993240445415884,0.7166666666666667,0.8160203051733694,0.7,12.143956092000003,10.82916252199999,1.3099367359999832,0.0015717379999671,10,40,160,26,15.854886586461555,7795636.547343353,2976.271358476185,26,16.16141918464484
iris01,ryrz_cz,Full-QNG,10,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.9325784706023698,0.65,0.8308147056776727,0.7,131.30526803100005,129.91374340100003,1.3862701259999142,0.0016327910000057,10,40,160,36,27.08641107206401,4050779.202131768,2983.7483856785784,36,27.0439697611902
iris01,ryrz_cz,AQNG,11,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,0.58847619255919,0.8166666666666667,0.5724754992461554,0.8,12.280458629999998,10.911901007999518,1.36274083100011,0.0019209940001019,10,40,160,29,16.02524548735582,42926296.59761906,2941.7466803304646,29,13.66740430886362
iris01,ryrz_cz,Full-QNG,11,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.7772837549655908,0.7166666666666667,0.6987411633230799,0.8,131.42734267900005,130.04106491899984,1.3804073639995522,0.0017684149995602,10,40,160,36,27.207473756243985,41234.453420787424,2747.7828441561323,36,26.184610115304704
iris01,ryrz_cz,AQNG,12,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,1.3577515047075883,0.3666666666666666,1.5143853422020794,0.3,12.072702794999998,10.754966836000008,1.3123113839999974,0.0016817350000479,10,40,160,28,15.905783783458158,74016412.15074804,2873.7705641515945,29,14.688030768020663
iris01,ryrz_cz,Full-QNG,12,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.7166951226432541,0.75,0.5905783466917344,0.8,132.176715213,130.86260466100003,1.3085863459999416,0.0016115599999579,10,40,160,36,26.43978561808612,374042.9389357732,2930.5705230533963,36,26.55299409912444
iris01,ryrz_cz,AQNG,13,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,0.5341174656537487,0.75,0.6151528412890238,0.75,11.19633116099999,9.980561782000052,1.209143928999964,0.0022401790000117,10,40,160,26,16.4585746223358,74147486.79151648,2618.9360829975813,28,15.128102970912495
iris01,ryrz_cz,Full-QNG,13,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.6200776162309217,0.75,0.6837051351142884,0.75,119.51814381399998,118.297313857,1.214004562999918,0.0021920369999293,10,40,160,36,26.161996649526667,14409274.740022011,2972.311129872498,36,27.290946363172168
iris01,ryrz_cz,AQNG,14,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,0.4112483808451561,0.9,0.4263933095750033,0.85,10.97899781000001,9.765246894000027,1.2074991189998912,0.0021359080000138,10,40,160,26,13.777852311580196,11074213.08743644,2081.8274619534054,30,10.886086525659238
iris01,ryrz_cz,Full-QNG,14,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.4668149304128776,0.8166666666666667,0.5420542053461688,0.8,118.81418369300002,117.634543179,1.1733031829999732,0.0020018879999099,10,40,160,36,26.99637916174585,2238970.2146345703,2965.1865485147887,36,25.79179990365753
iris01,ryrz_cz,AQNG,15,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,0.2842361112183111,0.9166666666666666,0.359452287721953,0.85,10.99562194900001,9.762152358999984,1.225625965000063,0.0021271690000475,10,40,160,29,16.14640400785527,69026403.96291648,2662.71868214974,29,15.687549279352131
iris01,ryrz_cz,Full-QNG,15,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.8019787718196656,0.7166666666666667,0.6314050735376263,0.8,120.347256504,119.16451610200002,1.1762700940000173,0.0020971419999682,10,40,160,36,26.63275339286084,305049.66463049885,2897.3122052328863,36,26.365731438294624
iris01,ryrz_cz,AQNG,16,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,0.4994946927959125,0.8,0.5085696541297471,0.85,12.668416514,11.298680726,1.363288855999997,0.0021643609999983,10,40,160,29,15.965965208212234,22184226.47555774,2281.371380329869,29,15.809756480096189
iris01,ryrz_cz,Full-QNG,16,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.6011953924055445,0.7833333333333333,0.5036304037948228,0.85,134.739964634,133.381505505,1.351861381999953,0.0020318380000077,10,40,160,36,26.207134928938583,216193.3830295452,2764.2043109412743,36,25.487845887445847
iris01,ryrz_cz,AQNG,17,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,0.5755243508206443,0.7833333333333333,0.4962811655953189,0.9,10.808919289000002,9.642687629000022,1.1605438189999973,0.0019458040000017,10,40,160,28,16.162744714934846,51863652.27242589,2891.624367329365,28,15.63430339584003
iris01,ryrz_cz,Full-QNG,17,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.718855016295808,0.7333333333333333,0.7344370448573816,0.7,119.735473688,118.55286449199996,1.1761899970000798,0.0020570640000556,10,40,160,36,27.02155799092073,22227261.976573866,2962.708526401495,36,26.317864008453096
iris01,ryrz_cz,AQNG,18,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,1.2634146157812105,0.5666666666666667,1.4546102456923014,0.45,12.246814010999998,10.914685616999996,1.3267954869999912,0.0016832550000103,10,40,160,26,15.803475314767546,52998374.6850844,2509.471692820004,29,13.368039765897576
iris01,ryrz_cz,Full-QNG,18,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.888240209855748,0.6833333333333333,0.7462709638200824,0.7,131.58269320699998,130.205408704,1.3715449800000812,0.00180342099992,10,40,160,36,27.34178103288688,94750304.52682506,2916.3499604493486,36,26.708539996095336
iris01,ryrz_cz,AQNG,19,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,lightning.qubit,backend_specific_implementation_wall_clock,1.118565886824072,0.6166666666666667,1.0555347975697416,0.65,12.143641653000005,10.82475251999999,1.3133306379999965,0.0017961920000288,10,40,160,27,16.671300600186242,36955544.800252914,2975.9806718413306,29,13.857040646117843
iris01,ryrz_cz,Full-QNG,19,6,3,36,80,60,20,1729,314159,20,0.03,0.001,8,4,2,Z<=2,21,64,lightning.qubit,default.qubit,backend_specific_implementation_wall_clock,0.5118685095684595,0.8166666666666667,0.4556469572081337,0.85,132.690059518,131.31619807100003,1.367952876000018,0.0018657470000391,10,40,160,36,25.851462885181647,477074.05279398,2959.087586551472,36,26.32793300543755
